Performance Summary | MUTUAL FUNDS ASSOCIATION OF PAKISTAN,,,,,,,,,,,,,,,,,
Sector,Category,Fund Name,Rating,Benchmark,Validity Date,NAV,YTD,MTD,1 Day,15 Days,30 Days,90 Days,180 Days,270 Days,365 Days,2 Years,3 Years
Open-End Funds,Shariah Compliant Money Market (Annualized Return),NBP Islamic Money Market Fund,AA(f),N/A,"Jan 02, 2026",10.6813,9.8785,9.9098,9.563,10.1811,10.0266,9.8509,9.8497,10.0921,10.3764,15.9064,19.3478
Open-End Funds,Shariah Compliant Money Market (Annualized Return),NIT Islamic Money Market Fund,AAA(f),N/A,"Jan 02, 2026",106.4223,9.9919,10.0923,9.8915,9.9767,9.9402,9.9239,9.9734,10.3268,10.7454,15.7785,19.35
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Pak Oman Daily Dividend Fund,AA(f),N/A,"Jan 01, 2026",10,5.9116,N/A,5.475,5.4312,5.4495,5.5691,5.8927,6.046,6.4345,11.2053,14.2351
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Pak Qatar Asan Munafa Plan,AA(f),N/A,"Jan 02, 2026",117.4798,9.9276,9.7273,9.855,10.0351,10.456,9.8428,9.9146,9.5499,9.7744,14.9385,18.4458
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Pak Qatar Cash Plan,AA(f),N/A,"Jan 02, 2026",118.8813,10.1499,10.658,9.9645,10.3903,10.1823,10.1146,10.1642,10.5394,10.6427,16.1987,19.8952
Open-End Funds,Shariah Compliant Money Market (Annualized Return),Pak Qatar Daily Dividend Plan,AA(f),N/A,"Jan 02, 2026",100,10.043,4.672,N/A,10.4366,10.2395,10.2228,10.0154,9.9398,10.1532,15.7246,19.5149
Open-End Funds,Shariah Compliant Money Market (Annualized Return),786 Islamic Money Market Fund,,N/A,"Jan 01, 2026",105.1506,9.3349,8.906,8.906,8.7746,9.3185,9.2742,9.2929,9.387,8.7492,N/A,N/A
Open-End Funds,Shariah Compliant Income (Annualized Return),ABL Islamic Income Fund,A+(f),N/A,"Jan 01, 2026",10.758,8.8391,2653.9515,2653.9515,13.1449,10.4025,8.6002,8.8237,9.6875,9.3291,15.62,18.0178
Open-End Funds,Shariah Compliant Income (Annualized Return),ABL Islamic Sovereign Plan I,AA+(f),N/A,"Jan 01, 2026",10.4979,9.5443,6.2415,6.2415,9.3781,9.1895,8.8423,9.4659,9.605,8.7516,N/A,N/A
Open-End Funds,Shariah Compliant Income (Annualized Return),AKD Islamic Income Fund,AA-(f),N/A,"Jan 01, 2026",54.1764,9.8467,13.3955,13.3955,11.3272,10.5741,9.6246,9.7684,11.2608,11.0873,16.4262,19.9111
Open-End Funds,Shariah Compliant Income (Annualized Return),Al Ameen Islamic Income Fund,AA(f),N/A,"Dec 31, 2025",104.4718,8.417,9.6348,7.5555,9.2126,9.58,8.3467,8.4159,9.8236,9.4707,16.1892,N/A
Open-End Funds,Shariah Compliant Income (Annualized Return),Al Ameen Islamic Sovereign Fund,AA(f),N/A,"Dec 31, 2025",106.911,9.7395,13.4332,16.206,16.442,12.9855,8.7089,9.6784,11.6029,9.8714,15.7418,18.6873
Open-End Funds,Shariah Compliant Income (Annualized Return),AL Habib Islamic Income Fund,AA(f),N/A,"Dec 31, 2025",106.8842,9.86,11.4775,8.7965,13.1887,11.3247,9.6259,9.8966,10.9127,10.1109,15.6452,19.3461
Open-End Funds,Shariah Compliant Income (Annualized Return),AL Habib Islamic Savings Fund,AA(f),N/A,"Jan 02, 2026",105.4347,9.9024,6.5883,7.1175,9.6579,10.383,9.7009,9.9343,11.0545,10.2574,15.6051,19.4051
Open-End Funds,Shariah Compliant Income (Annualized Return),Alfalah GHP Islamic Income Fund,AA-(f),N/A,"Dec 31, 2025",108.2932,9.3301,8.9578,10.0375,8.9595,8.9608,8.6225,9.3105,10.2795,9.1153,15.1752,18.7732
Open-End Funds,Shariah Compliant Income (Annualized Return),Alfalah Islamic Sovereign Fund (Alfalah Islamic Sovereign Plan I),AA+(f),N/A,"Dec 31, 2025",100.2671,9.7401,12.8515,12.848,14.5051,12.8833,10.1766,9.6887,10.3833,8.7075,14.8496,N/A
Open-End Funds,Shariah Compliant Income (Annualized Return),Alfalah Islamic Sovereign Fund (Alfalah Islamic Sovereign Plan II),AA+(f),N/A,"Dec 31, 2025",115.0373,9.072,11.8908,1.022,13.6924,11.7518,8.7178,9.0005,10.8528,8.2216,14.3674,N/A
Open-End Funds,Shariah Compliant Income (Annualized Return),Alfalah Islamic Sovereign Fund (Alfalah Islamic Sovereign Plan III),AA+(f),N/A,"Dec 31, 2025",105.4733,10.5662,12.377,10.1835,13.9819,12.4027,10.7407,10.5617,11.4338,8.6547,N/A,N/A
Open-End Funds,Shariah Compliant Income (Annualized Return),Alhamra Daily Dividend Fund,AA-(f),N/A,"Jan 01, 2026",100,9.3305,8.6505,8.6505,8.5872,8.8087,9.0046,9.2941,9.9426,9.8754,15.2913,18.288
Open-End Funds,Shariah Compliant Income (Annualized Return),Alhamra Government Securities Plan I,AA(f),N/A,"Dec 31, 2025",105.0653,9.6247,10.2247,11.7895,11.3904,10.3526,8.7495,9.4237,10.8277,7.9366,N/A,N/A
Open-End Funds,Shariah Compliant Income (Annualized Return),Alhamra Islamic Income Fund,AA(f),N/A,"Dec 31, 2025",109.4403,9.7957,11.6659,9.49,14.3226,11.6435,9.6956,9.765,11.2281,10.5477,16.1118,19.3005
Open-End Funds,Shariah Compliant Income (Annualized Return),Atlas Islamic Income Fund,AA-(f),N/A,"Dec 31, 2025",540.3629,9.9232,10.0457,6.8255,10.001,10.0095,9.5845,9.8931,10.6844,10.6555,16.1276,19.3734
Open-End Funds,Shariah Compliant Income (Annualized Return),AWT Islamic Income Fund,A+(f),N/A,"Dec 31, 2025",110.943,10.0333,9.9786,9.5995,10.1324,9.9548,9.7646,10.0032,10.6439,10.8864,16.866,20.8519
Open-End Funds,Shariah Compliant Income (Annualized Return),Faysal Halal Amdani Fund II,,N/A,"Dec 31, 2025",101.1561,10.4248,9.8397,8.2125,9.5411,9.8258,10.1896,10.2405,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Income (Annualized Return),Faysal Halal Amdani Fund III,,N/A,"Dec 31, 2025",100.334,9.9541,9.9541,9.49,9.4024,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Income (Annualized Return),Faysal Islamic Savings Growth Fund,A+(f),N/A,"Dec 31, 2025",109.9058,8.1345,8.9884,12.0085,9.5119,9.7175,7.5863,8.0257,9.6036,9.3199,15.2685,17.7659
Open-End Funds,Shariah Compliant Income (Annualized Return),Faysal Islamic Sovereign Fund (Faysal Islamic Sovereign Plan I),AA(f),N/A,"Dec 31, 2025",104.1149,6.5571,5.1759,(40.8800),6.4459,3.8057,3.9043,6.6635,9.2692,6.6437,13.5705,N/A
Open-End Funds,Shariah Compliant Income (Annualized Return),Faysal Islamic Sovereign Fund (Faysal Islamic Sovereign Plan II),AA(f),N/A,"Dec 31, 2025",103.3387,5.7182,3.9102,(2.4455),6.6041,3.594,4.075,5.6687,8.2854,6.6031,N/A,N/A
Open-End Funds,Shariah Compliant Income (Annualized Return),Faysal Islamic Special Income Plan I,AA(f),N/A,"Jan 02, 2026",10.5875,9.5926,10.512,9.6725,13.3566,12,9.1858,9.5058,11.2807,9.8145,15.0085,21.6695
Open-End Funds,Shariah Compliant Income (Annualized Return),HBL Islamic Income Fund,A+(f),N/A,"Dec 30, 2025",109.2198,9.8901,10.853,12.702,11.6484,11.5766,9.4223,9.8854,10.3333,9.9028,15.0823,19.4395
Open-End Funds,Shariah Compliant Income (Annualized Return),JS Islamic Income Fund,AA-(f),N/A,"Dec 31, 2025",111.6566,9.5227,8.1195,9.928,8.0981,8.0969,10.4252,9.4957,9.6572,9.9655,14.5382,18.1281
Open-End Funds,Shariah Compliant Income (Annualized Return),Lucky Islamic Income Fund,AA(f),N/A,"Jan 01, 2026",105.4288,10.4749,10.0375,10.0375,10.1154,10.5984,10.3636,10.4637,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Income (Annualized Return),Meezan Daily Income Fund (MDIP I),AA-(f),N/A,"Dec 31, 2025",50,9.2218,9.0473,9.563,9.2004,9.1871,9.078,9.1445,9.6455,9.2432,15.2921,19.0292
Open-End Funds,Shariah Compliant Income (Annualized Return),Meezan Daily Income Fund (Meezan Mahana Munafa Plan),,N/A,"Dec 31, 2025",50,9.2462,10.8782,8.906,13.084,10.9537,9.578,9.2477,9.2292,9.2056,13.6239,16.8568
Open-End Funds,Shariah Compliant Income (Annualized Return),Meezan Daily Income Fund (Meezan Munafa Plan I),,N/A,"Dec 31, 2025",52.8592,9.7705,9.6607,9.5995,9.6725,9.6652,9.636,9.7463,10.1644,8.7849,14.8635,N/A
Open-End Funds,Shariah Compliant Income (Annualized Return),Meezan Daily Income Fund (Meezan Sehl Account Plan) (MSHP),,N/A,"Jan 01, 2026",52.5721,8.2167,N/A,7.8475,7.8743,7.9461,8.0653,8.0981,8.0245,7.8679,12.9526,N/A
Open-End Funds,Shariah Compliant Income (Annualized Return),Meezan Daily Income Fund (Meezan Super Saver Plan) (MSSP),,N/A,"Dec 31, 2025",52.6882,9.144,9.6878,8.6505,10.1202,9.7248,9.2025,9.0575,9.4121,8.4623,N/A,N/A
Open-End Funds,Shariah Compliant Income (Annualized Return),Meezan Islamic Income Fund,A+(f),N/A,"Dec 31, 2025",54.1142,8.9483,9.2957,9.125,8.9328,9.3026,8.8549,8.9028,8.6709,8.2017,14.6195,17.8335
Open-End Funds,Shariah Compliant Income (Annualized Return),Meezan Sovereign Fund,AA(f),N/A,"Dec 31, 2025",54.511,8.4886,10.1329,7.7745,12.41,10.3405,8.6696,8.4179,8.3485,6.7469,13.869,18.1006
Open-End Funds,Shariah Compliant Income (Annualized Return),NBP Islamic Government Securities Plan III,,N/A,"Jan 01, 2026",10.4765,15.8896,3.8325,3.8325,10.568,9.7516,8.1626,8.4477,9.7231,8.3237,N/A,N/A
Open-End Funds,Shariah Compliant Income (Annualized Return),NBP Islamic Income Fund,A+(f),N/A,"Jan 01, 2026",10.5788,8.6434,7.9205,7.9205,9.1883,9.1189,8.7531,8.6375,9.3593,9.0788,14.8354,18.3418
Open-End Funds,Shariah Compliant Income (Annualized Return),NBP Islamic Mahana Amdani Fund,A+(f),N/A,"Jan 01, 2026",10.5973,9.289,8.2855,8.2855,10.2151,9.8489,9.3375,9.2475,9.611,9.6554,15.1767,18.593
Open-End Funds,Shariah Compliant Income (Annualized Return),NBP Islamic Savings Fund,AA-(f),N/A,"Jan 02, 2026",10.0497,9.2528,9.271,9.4535,9.1615,9.1238,9.0642,9.2317,9.6229,9.9739,15.5928,18.1405
Open-End Funds,Shariah Compliant Income (Annualized Return),NBP Riba Free Savings Fund,A+(f),N/A,"Jan 01, 2026",10.8577,9.72,9.0885,9.0885,9.4486,9.4742,9.5971,9.7313,9.9079,10.2436,15.399,18.4175
Open-End Funds,Shariah Compliant Income (Annualized Return),NIT Islamic Income Fund,AA-(f),N/A,"Jan 01, 2026",10.1577,9.7599,9.709,9.709,10.5631,10.669,9.7054,9.7435,10.2241,10.4619,15.6302,19.4171
Open-End Funds,Shariah Compliant Income (Annualized Return),Pak Oman Advantage Islamic Income Fund,A+(f),N/A,"Dec 31, 2025",55.1092,5.9148,6.5724,4.307,6.4897,6.5749,5.6713,5.7978,6.8632,6.4696,12.6166,17.6613
Open-End Funds,Shariah Compliant Income (Annualized Return),Pak Qatar Income Plan,AA-(f),N/A,"Jan 01, 2026",122.7506,10.3151,10.22,10.22,12.5511,11.4428,9.8303,10.2752,11.7838,11.2578,17.447,21.3455
Open-End Funds,Shariah Compliant Income (Annualized Return),Pak Qatar Khalis Bachat Plan,A(f),N/A,"Jan 01, 2026",119.8838,9.345,10.4755,10.4755,11.6581,10.6884,8.9794,9.3264,9.5745,9.1337,15.5257,19.3717
Open-End Funds,Shariah Compliant Income (Annualized Return),Pak Qatar Monthly Income Plan,A+(f),N/A,"Jan 01, 2026",100.3594,9.969,10.3295,10.3295,11.4367,10.5266,9.7934,9.9432,10.5719,10.5067,16.8718,20.5314
Open-End Funds,Shariah Compliant Income (Annualized Return),786 Smart Fund,AA-(f),N/A,"Jan 01, 2026",88.021,9.2854,8.76,8.76,9.1664,9.2357,9.1404,9.2935,9.4186,10.1267,16.2444,20.1068
Open-End Funds,Shariah Compliant Equity (Absolute Return),ABL Islamic Stock Fund,,N/A,"Jan 01, 2026",34.3425,28.3084,0.8197,0.8197,2.7954,3.5501,(0.4499),24.7652,28.1822,26.9526,123.5387,248.9666
Open-End Funds,Shariah Compliant Equity (Absolute Return),AKD Islamic Stock Fund,,N/A,"Jan 01, 2026",112.4235,25.963,1.3841,1.3841,4.2223,6.5791,(2.0635),23.8571,36.0666,30.7535,116.5501,246.926
Open-End Funds,Shariah Compliant Equity (Absolute Return),Al Ameen Islamic Energy Fund,,N/A,"Dec 31, 2025",347.1319,28.3938,4.2398,(0.0922),1.8601,2.4535,0.6367,26.2572,27.1391,20.7112,136.2606,298.3914
Open-End Funds,Shariah Compliant Equity (Absolute Return),Al Ameen Shariah Stock Fund,,N/A,"Dec 31, 2025",513.67,31.3163,3.3354,(0.5960),0.5028,2.2392,0.8679,29.2349,40.7373,42.9771,150.4406,297.6295
Open-End Funds,Shariah Compliant Equity (Absolute Return),AL Habib Islamic Stock Fund,,N/A,"Dec 31, 2025",184.4987,26.2584,2.9128,(0.5812),0.6388,1.8901,(2.8410),22.5109,29.8785,36.3606,183.4075,348.5643
Open-End Funds,Shariah Compliant Equity (Absolute Return),Al Meezan Mutual Fund,,N/A,"Jan 01, 2026",51.8653,30.0475,0.9037,0.9037,2.2119,2.6351,0.1638,27.1716,37.108,37.7962,139.6736,272.3566
Open-End Funds,Shariah Compliant Equity (Absolute Return),Alfalah GHP Islamic Stock Fund,,N/A,"Jan 01, 2026",75.3135,29.7484,0.9489,0.9489,2.8341,4.3411,1.4683,26.3885,31.8193,27.6582,133.842,286.4923
Open-End Funds,Shariah Compliant Equity (Absolute Return),Alhamra Islamic Stock Fund,,N/A,"Jan 01, 2026",30.84,28.393,1.1479,1.1479,3.006,4.8623,1.7486,25.3659,38.8918,41.0057,146.6882,304.5351
Open-End Funds,Shariah Compliant Equity (Absolute Return),Alhamra Opportunity Fund (Dividend Strategy Plan),,N/A,"Jan 01, 2026",213.4913,35.8259,1.035,1.035,3.4798,5.5067,7.2663,32.209,45.3689,50.3965,N/A,N/A
Open-End Funds,Shariah Compliant Equity (Absolute Return),Atlas Islamic Stock Fund,,N/A,"Dec 31, 2025","1,645.0802",29.4921,3.611,(0.5521),0.88,2.6243,(1.0610),26.2638,33.9214,36.5402,140.6081,286.099
Open-End Funds,Shariah Compliant Equity (Absolute Return),AWT Islamic Stock Fund,,N/A,"Jan 01, 2026",196.6708,30.8507,0.9433,0.9433,3.1945,5.0894,1.1563,27.2954,34.5877,33.6711,130.8787,252.2906
Open-End Funds,Shariah Compliant Equity (Absolute Return),Faysal Islamic Stock Fund,,N/A,"Jan 01, 2026",127.0134,32.5579,1.0089,1.0089,2.7483,4.8793,2.1052,28.8163,31.555,33.8172,126.7183,203.7629
Open-End Funds,Shariah Compliant Equity (Absolute Return),Faysal Islamic Stock Fund II,,N/A,"Jan 01, 2026",132.9485,31.5995,1.3471,1.3471,3.9302,3.0279,2.2663,27.4568,29.3062,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Equity (Absolute Return),HBL Islamic Equity Fund,,N/A,"Dec 30, 2025",210.3858,32.4125,5.8639,0.7807,0.6607,5.8639,4.0124,28.8881,28.8758,22.4784,134.0069,224.5046
Open-End Funds,Shariah Compliant Equity (Absolute Return),HBL Islamic Stock Fund,,N/A,"Dec 29, 2025",264.4301,27.3792,4.8485,N/A,0.0889,4.8485,2.9609,26.3097,25.5625,30.8913,126.4586,231.474
Open-End Funds,Shariah Compliant Equity (Absolute Return),JS Islamic Fund,,N/A,"Jan 01, 2026",284.69,30.7897,1.3384,1.3384,4.0382,5.6599,0.7931,28.6502,32.8133,32.6347,131.9547,241.4519
Open-End Funds,Shariah Compliant Equity (Absolute Return),Lucky Islamic Energy Fund,,N/A,"Dec 31, 2025",100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Equity (Absolute Return),Lucky Islamic Stock Fund,,N/A,"Jan 01, 2026",140.61,30.9706,0.7885,0.7885,2.478,3.8249,1.6703,27.8157,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Equity (Absolute Return),Meezan Energy Fund,,N/A,"Jan 01, 2026",63.6414,28.5986,0.7231,0.7231,2.6474,2.9934,(1.7021),25.3781,23.035,17.203,113.8717,249.6147
Open-End Funds,Shariah Compliant Equity (Absolute Return),Meezan Islamic Fund,,N/A,"Dec 31, 2025",168.1631,30.3531,3.302,(0.5968),0.7372,2.098,(0.0830),26.9916,36.0982,36.7701,131.5424,256.7546
Open-End Funds,Shariah Compliant Equity (Absolute Return),NBP Islamic Energy Fund,,N/A,"Jan 01, 2026",22.7683,28.0975,0.9502,0.9502,4.0409,5.5197,1.8092,25.1507,23.397,18.2867,131.9247,284.1985
Open-End Funds,Shariah Compliant Equity (Absolute Return),NBP Islamic Stock Fund,,N/A,"Jan 01, 2026",26.2347,37.066,1.0983,1.0983,3.1315,6.2702,5.5378,33.6432,40.2906,38.8538,155.3971,288.3065
Open-End Funds,Shariah Compliant Equity (Absolute Return),NIT Islamic Equity Fund,,N/A,"Jan 01, 2026",20.1,27.8626,0.7014,0.7014,3.1298,3.7687,0.4498,24.2274,29.7461,26.7598,114.6586,224.7438
Open-End Funds,Shariah Compliant Equity (Absolute Return),Pak Qatar Islamic Stock Fund,,N/A,"Jan 01, 2026",276.6188,25.545,0.9048,0.9048,2.587,4.0664,1.2058,22.5491,29.3838,24.5971,82.5618,177.7728
Open-End Funds,Shariah Compliant Capital Protected (Absolute Return),JS Islamic Sarmaya Mehfooz Fund (JS Islamic Sarmaya Mehfooz Plan 1),,N/A,"Jan 01, 2026",102.2813,9.3899,0.3117,0.3117,1.2946,2.664,3.4542,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Capital Protected (Absolute Return),JS Islamic Sarmaya Mehfooz Fund Plan 2 2020,,N/A,"Jan 01, 2026",99.6526,(0.3474),0.0334,0.0334,(0.0442),N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Capital Protected (Absolute Return),NBP Islamic Principal Protection Fund I (NBP Islamic Principal Protection Plan I),,N/A,"Jan 01, 2026",10.3317,3.6445,0.2922,0.2922,0.9843,1.9448,2.9259,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Capital Protected (Absolute Return),NBP Islamic Principal Protection Fund II (NBP Islamic Principal Protection Fund I),,N/A,"Jan 01, 2026",10.0705,0.705,0.198,0.198,0.705,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),ABL Islamic Fixed Term Plan I,,N/A,"Dec 17, 2025",10.2618,10.6174,9.2238,6.7525,9.0204,9.8964,10.6174,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),ABL Islamic Fixed Term Plan III,,N/A,"Dec 17, 2025",10.0879,10.6945,10.5227,9.782,10.4901,10.6945,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),ABL Islamic Fixed Term Plan IV,,N/A,"Jan 01, 2026",10.0288,10.512,10.5485,10.5485,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Al Ameen Islamic Fixed Term Plan I (M),,N/A,"Dec 31, 2025",100.0107,8.8074,6.3698,7.811,4.1075,6.25,7.9607,8.7219,8.9291,9.3176,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),AL Habib Islamic Munafa Fund Plan V,,N/A,"Dec 31, 2025",100.6416,10.6447,10.6447,10.658,10.6239,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Alfalah Islamic Stable Return Fund Plan  X,,N/A,"Dec 29, 2025",100.5201,10.5465,10.5465,10.5485,10.6069,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Alfalah Islamic Stable Return Fund Plan IX,,N/A,"Dec 29, 2025",100.5583,10.7252,10.7252,10.6215,10.9549,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Alfalah Islamic Stable Return Fund Plan VI,,N/A,"Dec 30, 2025",102.642,10.597,10.1555,10.366,9.8234,10.1555,10.5351,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Alfalah Islamic Stable Return Fund Plan VII,,N/A,"Dec 30, 2025",102.412,10.4807,10.5181,10.4025,10.4731,10.5181,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Alfalah Islamic Stable Return Fund Plan VIII,,N/A,"Dec 30, 2025",102.4161,10.4985,10.8892,10.9865,11.0936,10.8892,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Alhamra Wada Fund (Alhamra Wada Plan XIV),,N/A,"Dec 31, 2025",101.9438,10.2824,9.6101,9.5265,9.5192,9.5788,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Alhamra Wada Fund (Alhamra Wada Plan XV),,N/A,"Dec 31, 2025",100.6019,10.9847,10.9847,10.4755,10.4341,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Faysal Islamic Mustakil Munafa Fund (Faysal Islamic Mehdood Muddat Plan I),,N/A,"Dec 31, 2025",121.8015,9.8108,10.8217,10.147,10.9111,10.8381,9.8615,9.6958,11.4861,10.1875,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Faysal Islamic Mustakil Munafa Fund (Faysal Islamic Mehdood Muddat Plan VI),,N/A,"Dec 31, 2025",105.7722,11.1974,10.8723,10.7675,10.8259,10.8721,10.9922,11.1887,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Faysal Islamic Mustakil Munafa Fund (Faysal Islamic Mehdood Muddat Plan XII),,N/A,"Dec 31, 2025",102.1758,10.5889,10.5438,10.4755,10.4974,10.5424,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Faysal Islamic Mustakil Munafa Fund (Faysal Islamic Mehdood Muddat Plan XIII),,N/A,"Dec 31, 2025",101.0063,10.4943,10.4814,10.366,10.4268,10.4767,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Faysal Islamic Mustakil Munafa Fund (Faysal Islamic Mehdood Muddat Plan XIV),,N/A,"Dec 31, 2025",101.0426,10.8728,10.8676,10.7675,10.8162,10.8661,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Faysal Islamic Mustakil Munafa Fund (Faysal Islamic Mehdood Muddat Plan XV),,N/A,"Dec 31, 2025",100.5759,10.5102,10.5102,10.439,10.495,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),HBL Islamic Fixed Term Fund Plan V,,N/A,"Nov 20, 2025",100.6076,10.5607,10.262,10.293,10.3587,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),HBL Islamic Fixed Term Fund Plan VI,,N/A,"Nov 12, 2025",100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Lucky Islamic Fixed Term Fund Plan IV,,N/A,"Dec 23, 2025",102.6572,10.5422,10.4469,8.833,10.4609,10.4524,10.5388,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Lucky Islamic Fixed Term Fund Plan IX,,N/A,"Jan 01, 2026",100.2282,10.4116,10.4025,10.4025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Lucky Islamic Fixed Term Fund Plan V,,N/A,"Jan 01, 2026",101.4301,10.6528,10.4755,10.4755,10.4852,10.4986,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Lucky Islamic Fixed Term Fund Plan VI,,N/A,"Dec 22, 2025",101.0903,10.2041,10.4257,10.4025,10.3903,10.4524,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Lucky Islamic Fixed Term Fund Plan VII,,N/A,"Jan 01, 2026",100.6224,10.8179,10.512,10.512,10.5363,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Lucky Islamic Fixed Term Fund Plan VIII,,N/A,"Jan 01, 2026",100.4002,10.4338,10.439,10.439,9.7382,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Lucky Islamic Fixed Term Fund Plan X,,N/A,"Jan 01, 2026",100.0855,3.9009,10.4025,10.4025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Lucky Islamic Fixed Term Fund Plan XI,,N/A,"Jan 01, 2026",100.2563,10.3944,10.3295,10.3295,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Meezan Paidaar Munafa Plan XXVII,,N/A,"Dec 23, 2025",51.2676,10.3972,10.2025,10.1105,10.1762,10.2212,10.2816,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Meezan Paidaar Munafa Plan XXX,,N/A,"Dec 29, 2025",50.662,10.5057,10.4579,10.366,10.4195,10.4609,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Meezan Paidaar Munafa Plan XXXI,,N/A,"Dec 29, 2025",50.561,10.5008,10.4717,10.4025,10.4341,10.4755,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),Meezan Paidaar Munafa Plan XXXII,,N/A,"Dec 30, 2025",50.2733,10.5005,10.5005,10.4755,10.4901,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open-End Funds,Shariah Compliant Fixed Rate / Return (Annualized Return),NBP Islamic Fixed Term Munafa Plan IA (NBP Islamic Mustahkam Fund),,N/A,"Jan 01, 2026",10.0262,10.6256,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
